path,system_scope,is_product_runtime,boundary,role,loc,functions,classes,cli_entrypoint,disposition,boundary_basis
tests/contract/test_canonical_schema.py,verification,false,tests,verification,287,12,0,false,retain_test,verification-only
tests/contract/test_control_plane_router.py,verification,false,tests,verification,153,9,0,false,retain_test,verification-only
tests/contract/test_deferred_oss_adr.py,verification,false,tests,verification,244,6,0,false,retain_test,verification-only
tests/contract/test_frontend_domain_type_coverage.py,verification,false,tests,verification,82,3,0,false,retain_test,verification-only
tests/contract/test_ingestion_contracts.py,verification,false,tests,verification,233,19,0,false,retain_test,verification-only
tests/contract/test_netplan_human_gate_ledger.py,verification,false,tests,verification,61,3,0,false,retain_test,verification-only
tests/contract/test_openapi_artifact_and_client.py,verification,false,tests,verification,326,26,0,false,retain_test,verification-only
tests/contract/test_operator_api.py,verification,false,tests,verification,474,21,0,false,retain_test,verification-only
tests/contract/test_operator_assisted_listing_api.py,verification,false,tests,verification,670,21,0,false,retain_test,verification-only
tests/contract/test_operator_attachments.py,verification,false,tests,verification,181,9,0,false,retain_test,verification-only
tests/contract/test_operator_governance_api.py,verification,false,tests,verification,257,14,0,false,retain_test,verification-only
tests/contract/test_operator_growth_api.py,verification,false,tests,verification,359,15,0,false,retain_test,verification-only
tests/contract/test_operator_network_listings_api.py,verification,false,tests,verification,220,7,0,false,retain_test,verification-only
tests/contract/test_operator_network_rebalance_api.py,verification,false,tests,verification,167,5,0,false,retain_test,verification-only
tests/contract/test_operator_network_review_api.py,verification,false,tests,verification,370,14,0,false,retain_test,verification-only
tests/contract/test_operator_network_scoring_api.py,verification,false,tests,verification,162,7,0,false,retain_test,verification-only
tests/contract/test_operator_shell_api.py,verification,false,tests,verification,599,28,0,false,retain_test,verification-only
tests/contract/test_platform_api.py,verification,false,tests,verification,165,7,0,false,retain_test,verification-only
tests/contract/test_pricing_simulation_contract.py,verification,false,tests,verification,164,2,0,false,retain_test,verification-only
tests/contract/test_signal_store_client.py,verification,false,tests,verification,138,14,1,false,retain_test,verification-only
tests/contract/test_ui_core_component_exports.py,verification,false,tests,verification,58,2,0,false,retain_test,verification-only
tests/contract/test_xlsx_import_api.py,verification,false,tests,verification,277,8,0,false,retain_test,verification-only
tests/data/test_external_providers.py,verification,false,tests,verification,358,12,1,false,retain_test,verification-only
tests/data/test_geo_pipeline.py,verification,false,tests,verification,324,14,3,false,retain_test,verification-only
tests/data/test_great_expectations_gate.py,verification,false,tests,verification,31,2,0,false,retain_test,verification-only
tests/data/test_pit_snapshot.py,verification,false,tests,verification,186,10,0,false,retain_test,verification-only
tests/data/test_source_to_canonical.py,verification,false,tests,verification,105,3,0,false,retain_test,verification-only
tests/data/test_taiwan_real_estate_outcomes.py,verification,false,tests,verification,397,24,2,false,retain_test,verification-only
tests/e2e/test_acceptance_coverage.py,verification,false,tests,verification,592,28,0,false,retain_test,verification-only
tests/e2e/test_external_proof_acceptance_readiness.py,verification,false,tests,verification,87,6,0,false,retain_test,verification-only
tests/e2e/test_external_proof_closeout_queue.py,verification,false,tests,verification,92,4,0,false,retain_test,verification-only
tests/e2e/test_external_proof_escalation_comments.py,verification,false,tests,verification,133,9,0,false,retain_test,verification-only
tests/e2e/test_external_proof_fleet_issue_syncer.py,verification,false,tests,verification,170,9,0,false,retain_test,verification-only
tests/e2e/test_external_proof_fleet_notifications_checker.py,verification,false,tests,verification,144,7,0,false,retain_test,verification-only
tests/e2e/test_external_proof_followup_workflow.py,verification,false,tests,verification,72,5,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_artifact.py,verification,false,tests,verification,336,17,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_bundle.py,verification,false,tests,verification,81,6,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_skeleton_generator.py,verification,false,tests,verification,201,7,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_status_board.py,verification,false,tests,verification,91,5,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_status_board_updater.py,verification,false,tests,verification,229,12,0,false,retain_test,verification-only
tests/e2e/test_external_proof_handback_template.py,verification,false,tests,verification,70,3,0,false,retain_test,verification-only
tests/e2e/test_external_proof_issue_handback_scan.py,verification,false,tests,verification,142,7,0,false,retain_test,verification-only
tests/e2e/test_external_proof_issue_sync_checker.py,verification,false,tests,verification,204,8,0,false,retain_test,verification-only
tests/e2e/test_external_proof_live_blockers_checker.py,verification,false,tests,verification,130,9,0,false,retain_test,verification-only
